----system---- ----total-usage---- ------memory-usage----- -dsk/total- ---procs--- ---load-avg--- -most-expensive- --most-expensive--
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ|run blk new| 1m   5m  15m |  cpu process   |  memory process  
17-10 04:32:36| 97   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|62.8 48.2 40.7|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:37| 99   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|62.8 48.2 40.7|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:38| 97   3   0   0   0|  32G   26G  396M 4533M|   0  4077B| 67   0  38|62.8 48.2 40.7|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:39| 97   3   0   0   0|  32G   26G  396M 4533M|   0    60k| 67   0   0|62.8 48.2 40.7|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:40| 98   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|62.8 48.2 40.7|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:32:41| 98   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|63.1 48.5 40.8|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:42| 98   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|63.1 48.5 40.8|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:43| 96   4   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0  47|63.1 48.5 40.8|ppgen         14|ppgen_sabv_l  7332
17-10 04:32:44| 98   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|63.1 48.5 40.8|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:45| 98   2   0   0   0|  32G   26G  396M 4533M|   0   100k| 67   0   0|63.1 48.5 40.8|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:46| 98   2   0   0   0|  32G   26G  396M 4533M|   0  4079B| 67   0   0|63.3 48.8 41.0|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:47| 98   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 68   0   0|63.3 48.8 41.0|ppgen_sabv_l  14|ppgen_sabv_l  7332
17-10 04:32:48| 97   3   0   0   0|  32G   26G  396M 4533M|   0   140k| 67   0  38|63.3 48.8 41.0|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:49| 98   2   0   0   0|  32G   26G  396M 4533M|   0   120k| 67   0 2.0|63.3 48.8 41.0|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:50| 97   3   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0  10|63.3 48.8 41.0|ppgen_sabv_l  21|ppgen_sabv_l  7332
17-10 04:32:51| 97   3   0   0   0|  32G   26G  396M 4533M|   0    12k| 67   0 5.0|63.6 49.1 41.1|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:32:52| 97   3   0   0   0|  32G   26G  396M 4533M|   0     0 | 68   0 3.0|63.6 49.1 41.1|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:53| 95   4   0   0   0|  32G   26G  396M 4533M|   0  4086B| 67   0  37|63.6 49.1 41.1|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:32:54| 96   3   0   0   0|  32G   26G  396M 4533M|   0   183k| 67   0  10|63.6 49.1 41.1|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:55| 97   3   0   0   0|  32G   25G  396M 4533M|   0     0 | 67   0 5.0|63.6 49.1 41.1|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:56| 97   3   0   0   0|  33G   25G  396M 4533M|   0  4128B| 67   0   0|63.8 49.3 41.3|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:57| 97   3   0   0   0|  33G   25G  396M 4533M|   0    12k| 67   0   0|63.8 49.3 41.3|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:58| 96   4   0   0   0|  33G   25G  396M 4533M|   0     0 | 70   0  51|63.8 49.3 41.3|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:59| 98   3   0   0   0|  33G   25G  396M 4533M|   0   141k| 67   0 3.0|63.8 49.3 41.3|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:33:00| 98   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|63.8 49.3 41.3|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:33:01| 98   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.0 49.6 41.4|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:33:02| 97   3   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0 8.0|64.0 49.6 41.4|ppgen_sabv_l  21|ppgen_sabv_l  7332
17-10 04:33:03| 98   2   0   0   0|  33G   25G  396M 4533M|   0    16k| 75   0   0|64.0 49.6 41.4|ppgen_sabv_l  22|ppgen_sabv_l  7332
17-10 04:33:04| 97   3   0   0   0|  33G   25G  396M 4533M|   0    80k| 68   0  37|64.0 49.6 41.4|ppgen_sabv_l  20|ppgen_sabv_l  7332
17-10 04:33:05| 97   3   0   0   0|  33G   25G  396M 4533M|   0   100k| 71   0  10|64.0 49.6 41.4|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:33:06| 98   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 69   0 5.0|64.2 49.9 41.5|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:33:07| 95   5   0   0   0|  33G   25G  396M 4533M|   0     0 | 68   0 7.0|64.2 49.9 41.5|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:33:08| 98   2   0   0   0|  33G   25G  396M 4533M|   0    56k| 68   0   0|64.2 49.9 41.5|ppgen_sabv_l  20|ppgen_sabv_l  7332
17-10 04:33:09| 97   3   0   0   0|  33G   25G  396M 4533M|   0    76k| 68   0  38|64.2 49.9 41.5|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:33:10| 98   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 68   0   0|64.2 49.9 41.5|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:33:11| 99   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.3 50.2 41.7|ppgen         14|ppgen_sabv_l  7332
17-10 04:33:12| 99   1   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.3 50.2 41.7|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:33:13| 99   1   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.3 50.2 41.7|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:33:14| 98   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0  38|64.3 50.2 41.7|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:33:15| 99   1   0   0   0|  33G   25G  396M 4533M|   0   116k| 67   0   0|64.3 50.2 41.7|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:33:16| 99   1   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0 2.0|64.6 50.5 41.8|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:33:17| 99   1   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.6 50.5 41.8|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:33:18| 99   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.6 50.5 41.8|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:33:19| 97   2   0   0   0|  33G   25G  396M 4533M|   0   112k| 67   0  36|64.6 50.5 41.8|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:33:20| 99   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.6 50.5 41.8|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:33:21| 97   2   0   0   0|  33G   25G  396M 4533M|   0    16k| 67   0  34|64.8 50.8 41.9|ppgen_sabv_l  20|ppgen_sabv_l  7332
17-10 04:33:22| 95   5   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.8 50.8 41.9|ppgen_sabv_l  15|ppgen_sabv_l  7561
17-10 04:33:23| 95   5   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.8 50.8 41.9|ppgen_sabv_l  18|ppgen_sabv_l  7825
17-10 04:33:24| 96   4   0   0   0|  33G   25G  396M 4533M|   0    96k| 67   0  39|64.8 50.8 41.9|ppgen_sabv_l  15|ppgen_sabv_l  7896
17-10 04:33:25| 97   2   0   0   0|  33G   24G  396M 4533M|   0    76k| 67   0   0|64.8 50.8 41.9|ppgen_sabv_l  18|ppgen_sabv_l  7949
17-10 04:33:26| 98   3   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|64.9 51.0 42.1|ppgen_sabv_l  17|ppgen_sabv_l  8029
17-10 04:33:27| 98   2   0   0   0|  34G   24G  396M 4533M|   0    12k| 67   0   0|64.9 51.0 42.1|ppgen_sabv_l  21|ppgen_sabv_l  8079
17-10 04:33:28| 97   3   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0  17|64.9 51.0 42.1|ppgen_sabv_l  22|ppgen_sabv_l  8122
17-10 04:33:29| 98   2   0   0   0|  34G   24G  396M 4533M|   0   140k| 67   0  37|64.9 51.0 42.1|ppgen_sabv_l  21|ppgen_sabv_l  8122
17-10 04:33:30| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|64.9 51.0 42.1|ppgen_sabv_l  17|ppgen_sabv_l  8122
17-10 04:33:31| 98   2   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.1 51.3 42.2|ppgen_sabv_l  16|ppgen_sabv_l  8122
17-10 04:33:32| 98   2   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.1 51.3 42.2|ppgen_sabv_l  18|ppgen_sabv_l  8122
17-10 04:33:33| 98   2   0   0   0|  34G   24G  396M 4533M|   0  8215B| 67   0   0|65.1 51.3 42.2|ppgen_sabv_l  16|ppgen_sabv_l  8135
17-10 04:33:34| 96   4   0   0   0|  34G   24G  396M 4533M|   0    48k| 70   0  66|65.1 51.3 42.2|ppgen_sabv_l  16|ppgen_sabv_l  8150
17-10 04:33:35| 98   2   0   0   0|  34G   24G  396M 4533M|   0    44k| 67   0  38|65.1 51.3 42.2|ppgen_sabv_l  17|ppgen_sabv_l  8155
17-10 04:33:36| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.2 51.5 42.3|ppgen_sabv_l  17|ppgen_sabv_l  8155
17-10 04:33:37| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.2 51.5 42.3|ppgen_sabv_l  17|ppgen_sabv_l  8155
17-10 04:33:38| 99   1   0   0   0|  34G   24G  396M 4533M|   0  4093B| 67   0   0|65.2 51.5 42.3|ppgen_sabv_l  18|ppgen_sabv_l  8155
17-10 04:33:39| 97   3   0   0   0|  34G   24G  396M 4533M|   0    52k| 70   0  51|65.2 51.5 42.3|ppgen_sabv_l  17|ppgen_sabv_l  8155
17-10 04:33:40| 98   2   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0  19|65.2 51.5 42.3|ppgen_sabv_l  15|ppgen_sabv_l  8155
17-10 04:33:41| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 68   0   0|65.2 51.8 42.5|ppgen_sabv_l  16|ppgen_sabv_l  8155
17-10 04:33:42| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.2 51.8 42.5|ppgen_sabv_l  18|ppgen_sabv_l  8155
17-10 04:33:43| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.2 51.8 42.5|ppgen_sabv_l  16|ppgen_sabv_l  8155
17-10 04:33:44| 97   3   0   0   0|  34G   24G  396M 4533M|   0     0 | 71   0 7.0|65.2 51.8 42.5|ppgen_sabv_l  18|ppgen_sabv_l  8155
17-10 04:33:45| 97   3   0   0   0|  34G   24G  396M 4533M|   0   100k| 67   0  38|65.2 51.8 42.5|ppgen         16|ppgen_sabv_l  8155
17-10 04:33:46| 99   1   0   0   0|  34G   24G  396M 4533M|   0  4092B| 67   0   0|65.3 52.0 42.6|ppgen_sabv_l  16|ppgen_sabv_l  8155
17-10 04:33:47| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.3 52.0 42.6|ppgen_sabv_l  16|ppgen_sabv_l  8155
17-10 04:33:48| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.3 52.0 42.6|ppgen_sabv_l  16|ppgen_sabv_l  8155
17-10 04:33:49| 97   2   0   0   0|  34G   24G  396M 4533M|   0   112k| 67   0  33|65.3 52.0 42.6|ppgen         16|ppgen_sabv_l  8155
17-10 04:33:50| 97   4   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0  37|65.3 52.0 42.6|ppgen         17|ppgen_sabv_l  8155
17-10 04:33:51| 99   1   0   0   0|  34G   24G  396M 4533M|   0    12k| 67   0   0|65.3 52.2 42.7|ppgen_sabv_l  17|ppgen_sabv_l  8155
17-10 04:33:52| 98   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 68   0 2.0|65.3 52.2 42.7|ppgen_sabv_l  19|ppgen_sabv_l  8155
17-10 04:33:53| 95   5   0   0   0|  34G   24G  396M 4533M|   0     0 | 68   0 1.0|65.3 52.2 42.7|ppgen_sabv_l  19|ppgen_sabv_l  8155
17-10 04:33:54| 94   5   0   0   0|  35G   23G  396M 4533M|   0   191k| 67   0 6.0|65.3 52.2 42.7|ppgen_sabv_l  18|ppgen_sabv_l  8155
17-10 04:33:55| 95   5   0   0   0|  35G   23G  396M 4533M|   0   185k| 67   0  38|65.3 52.2 42.7|ppgen_sabv_l  16|ppgen_sabv_l  8165
17-10 04:33:56| 97   3   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0   0|65.4 52.5 42.8|ppgen_sabv_l  16|ppgen_sabv_l  8165
17-10 04:33:57| 98   2   0   0   0|  35G   23G  396M 4533M|   0    20k| 68   0   0|65.4 52.5 42.8|ppgen_sabv_l  16|ppgen_sabv_l  8165
17-10 04:33:58| 97   3   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0  17|65.4 52.5 42.8|ppgen_sabv_l  15|ppgen_sabv_l  8165
17-10 04:33:59| 97   3   0   0   0|  35G   23G  396M 4533M|   0    76k| 67   0 7.0|65.4 52.5 42.8|ppgen_sabv_l  16|ppgen_sabv_l  8165
17-10 04:34:00| 97   3   0   0   0|  35G   23G  396M 4533M|   0    52k| 67   0  37|65.4 52.5 42.8|ppgen_sabv_l  20|ppgen_sabv_l  8165
17-10 04:34:01| 98   2   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0   0|65.4 52.7 43.0|ppgen_sabv_l  22|ppgen_sabv_l  8165
17-10 04:34:02| 99   1   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0   0|65.4 52.7 43.0|ppgen_sabv_l  19|ppgen_sabv_l  8165
17-10 04:34:03| 97   3   0   0   0|  35G   23G  396M 4533M|   0    12k| 69   0 9.9|65.4 52.7 43.0|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:04| 98   2   0   0   0|  35G   23G  396M 4533M|   0    81k| 67   0  26|65.4 52.7 43.0|ppgen_sabv_l  18|ppgen_sabv_l  8187
17-10 04:34:05| 96   4   0   0   0|  35G   23G  396M 4533M|   0    88k| 67   0  48|65.4 52.7 43.0|ppgen_sabv_l  19|ppgen_sabv_l  8187
17-10 04:34:06| 98   2   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0 5.0|65.6 52.9 43.1|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:07| 98   2   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0   0|65.6 52.9 43.1|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:08| 98   2   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0   0|65.6 52.9 43.1|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:09| 98   2   0   0   0|  35G   22G  396M 4533M|   0   120k| 67   0   0|65.6 52.9 43.1|ppgen_sabv_l  15|ppgen_sabv_l  8187
17-10 04:34:10| 98   2   0   0   0|  35G   22G  396M 4533M|   0     0 | 67   0  39|65.6 52.9 43.1|ppgen_sabv_l  19|ppgen_sabv_l  8187
17-10 04:34:11| 99   1   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0   0|65.6 53.1 43.2|ppgen_sabv_l  18|ppgen_sabv_l  8187
17-10 04:34:12| 99   1   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0   0|65.6 53.1 43.2|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:13| 99   1   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0   0|65.6 53.1 43.2|ppgen         16|ppgen_sabv_l  8187
17-10 04:34:14| 99   1   0   0   0|  35G   22G  396M 4533M|   0     0 | 67   0   0|65.6 53.1 43.2|ppgen         16|ppgen_sabv_l  8187
17-10 04:34:15| 98   3   0   0   0|  35G   22G  396M 4533M|   0   120k| 70   0  35|65.6 53.1 43.2|ppgen         15|ppgen_sabv_l  8187
17-10 04:34:16| 99   1   0   0   0|  35G   22G  396M 4533M|   0     0 | 67   0 4.0|65.6 53.3 43.3|ppgen         17|ppgen_sabv_l  8187
17-10 04:34:17| 98   2   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0   0|65.6 53.3 43.3|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:18| 98   2   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0  32|65.6 53.3 43.3|ppgen_sabv_l  15|ppgen_sabv_l  8187
17-10 04:34:19| 99   1   0   0   0|  36G   22G  396M 4533M|   0   112k| 67   0   0|65.6 53.3 43.3|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:20| 98   2   0   0   0|  36G   22G  396M 4533M|   0  8166B| 69   0  16|65.6 53.3 43.3|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:21| 98   2   0   0   0|  36G   22G  396M 4533M|   0  8219B| 67   0  23|65.7 53.6 43.5|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:22| 98   2   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0   0|65.7 53.6 43.5|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:23| 99   1   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0   0|65.7 53.6 43.5|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:24| 99   1   0   0   0|  36G   22G  396M 4533M|   0    88k| 67   0   0|65.7 53.6 43.5|ppgen         17|ppgen_sabv_l  8187
17-10 04:34:25| 98   1   0   0   0|  36G   22G  396M 4533M|   0    76k| 67   0   0|65.7 53.6 43.5|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:26| 98   2   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0  37|65.7 53.8 43.6|ppgen_sabv_l  16|ppgen_sabv_l  8187
